date,year,month,quarter,actual_revenue,budgeted_revenue,revenue_variance,revenue_variance_pct,operating_margin,days_sales_outstanding,non_revenue_water_pct,cost_per_gallon,collection_rate,water_revenue,cash_reserve,debt_service_coverage,total_ar,current_pct,days_30_pct,days_60_pct,required_minimum,actual_coverage,projected_coverage,residential_revenue,commercial_revenue,departments,monthly_revenue,monthly_expenses,monthly_margin,outstanding_debt,projected_revenue_12m,expected_operating_expenses,capital_investment_plan,projected_net_income,scenarios,alerts,revenue_optimization_confidence,revenue_optimization_impact_pct,profitability_forecast_confidence,profitability_forecast_net_income,revenue_leakage_confidence,revenue_leakage_daily_loss,revenue_leakage_efficiency_gap,cost_optimization_confidence,cost_optimization_daily_recovery
2023-04-05,2023,4,Q2,0.08,0.07,0.01,14.29,0.1973,36.6,0.2176,4.41,0.9461,0.14,4.53,1.42,1.17,0.47,0.23,0.12,1.5,1.42,1.4644903536964196,0.049346611609224114,0.03190571783276312,"[{""department"": ""Personnel"", ""budget"": 16.95, ""actual"": 15.51, ""variance"": -1.44, ""variance_pct"": -8.5}, {""department"": ""Operations"", ""budget"": 30.05, ""actual"": 30.62, ""variance"": 0.57, ""variance_pct"": 1.9}, {""department"": ""Infrastructure"", ""budget"": 23.14, ""actual"": 22.38, ""variance"": -0.76, ""variance_pct"": -3.28}, {""department"": ""Maintenance"", ""budget"": 15.14, ""actual"": 14.6, ""variance"": -0.54, ""variance_pct"": -3.57}, {""department"": ""Utilities"", ""budget"": 12.49, ""actual"": 11.8, ""variance"": -0.69, ""variance_pct"": -5.52}]",0.08,0.09,-0.01,8.18,27.62,32.669540000000005,3.2,-8.249540000000003,"[{""scenario"": ""Base Scenario"", ""projected_revenue"": 0.03, ""projected_expenses"": 1.14, ""debt_service_coverage"": 1.42, ""net_income"": -1.11, ""financial_viability"": ""Healthy""}]","[{""alert_type"": ""Revenue Optimization Opportunity"", ""description"": ""Analysis suggests implementing dynamic pricing during peak demand hours could increase quarterly revenue by 2-3%."", ""potential_impact_k"": 0.0, ""confidence_level"": 92.0}, {""alert_type"": ""Q1 Profitability Forecast"", ""description"": ""Based on current trajectory, Q1 net income expected to reach $-1.1M, 3.6% above budget forecast."", ""potential_impact_k"": -39.95, ""confidence_level"": 85.0}, {""alert_type"": ""Revenue Leakage Detected"", ""description"": ""$285K daily loss from NRW represents 23% efficiency gap vs. industry benchmark of 15%."", ""potential_impact_k"": 285, ""confidence_level"": 80.0}, {""alert_type"": ""Cost Optimization Opportunity"", ""description"": ""Reducing NRW by 5% could recover $52.2K in daily revenue without operational changes."", ""potential_impact_k"": 52.2, ""confidence_level"": 87.0}]",92,2.5,85,19.8,80,285,23,87,52.2
2023-04-06,2023,4,Q2,0.08,0.07,0.01,14.29,0.1912,36.7,0.2233,4.43,0.944,0.14,4.6,1.43,1.11,0.47,0.23,0.12,1.5,1.43,1.4836456044707573,0.04829474756724815,0.03277719543592874,"[{""department"": ""Personnel"", ""budget"": 19.31, ""actual"": 18.75, ""variance"": -0.56, ""variance_pct"": -2.9}, {""department"": ""Operations"", ""budget"": 27.18, ""actual"": 27.14, ""variance"": -0.04, ""variance_pct"": -0.15}, {""department"": ""Infrastructure"", ""budget"": 21.46, ""actual"": 22.53, ""variance"": 1.07, ""variance_pct"": 4.99}, {""department"": ""Maintenance"", ""budget"": 13.18, ""actual"": 12.5, ""variance"": -0.68, ""variance_pct"": -5.16}, {""department"": ""Utilities"", ""budget"": 12.08, ""actual"": 11.48, ""variance"": -0.6, ""variance_pct"": -4.97}]",0.08,0.09,-0.01,8.09,27.62,32.66594,3.14,-8.185939999999999,"[{""scenario"": ""Base Scenario"", ""projected_revenue"": 0.03, ""projected_expenses"": 1.11, ""debt_service_coverage"": 1.43, ""net_income"": -1.08, ""financial_viability"": ""Healthy""}]","[{""alert_type"": ""Revenue Optimization Opportunity"", ""description"": ""Analysis suggests implementing dynamic pricing during peak demand hours could increase quarterly revenue by 2-3%."", ""potential_impact_k"": 0.0, ""confidence_level"": 92.0}, {""alert_type"": ""Q1 Profitability Forecast"", ""description"": ""Based on current trajectory, Q1 net income expected to reach $-1.1M, 3.6% above budget forecast."", ""potential_impact_k"": -38.87, ""confidence_level"": 85.0}, {""alert_type"": ""Revenue Leakage Detected"", ""description"": ""$285K daily loss from NRW represents 23% efficiency gap vs. industry benchmark of 15%."", ""potential_impact_k"": 285, ""confidence_level"": 80.0}, {""alert_type"": ""Cost Optimization Opportunity"", ""description"": ""Reducing NRW by 5% could recover $52.2K in daily revenue without operational changes."", ""potential_impact_k"": 52.2, ""confidence_level"": 87.0}]",92,2.5,85,19.8,80,285,23,87,52.2
2023-04-07,2023,4,Q2,0.09,0.07,0.02,28.57,0.1925,36.9,0.2214,4.44,0.9498,0.16,4.52,1.42,1.2,0.47,0.23,0.12,1.5,1.42,1.4437160094075376,0.05509791249719755,0.039792492328073734,"[{""department"": ""Personnel"", ""budget"": 18.34, ""actual"": 18.24, ""variance"": -0.1, ""variance_pct"": -0.55}, {""department"": ""Operations"", ""budget"": 29.59, ""actual"": 30.43, ""variance"": 0.84, ""variance_pct"": 2.84}, {""department"": ""Infrastructure"", ""budget"": 21.65, ""actual"": 22.77, ""variance"": 1.12, ""variance_pct"": 5.17}, {""department"": ""Maintenance"", ""budget"": 13.3, ""actual"": 12.79, ""variance"": -0.51, ""variance_pct"": -3.83}, {""department"": ""Utilities"", ""budget"": 13.5, ""actual"": 12.84, ""variance"": -0.66, ""variance_pct"": -4.89}]",0.09,0.1,-0.01,8.1,27.63,32.6743,3.27,-8.314300000000003,"[{""scenario"": ""Base Scenario"", ""projected_revenue"": 0.03, ""projected_expenses"": 1.16, ""debt_service_coverage"": 1.42, ""net_income"": -1.13, ""financial_viability"": ""Healthy""}]","[{""alert_type"": ""Revenue Optimization Opportunity"", ""description"": ""Analysis suggests implementing dynamic pricing during peak demand hours could increase quarterly revenue by 2-3%."", ""potential_impact_k"": 0.0, ""confidence_level"": 92.0}, {""alert_type"": ""Q1 Profitability Forecast"", ""description"": ""Based on current trajectory, Q1 net income expected to reach $-1.1M, 3.6% above budget forecast."", ""potential_impact_k"": -40.75, ""confidence_level"": 85.0}, {""alert_type"": ""Revenue Leakage Detected"", ""description"": ""$285K daily loss from NRW represents 23% efficiency gap vs. industry benchmark of 15%."", ""potential_impact_k"": 285, ""confidence_level"": 80.0}, {""alert_type"": ""Cost Optimization Opportunity"", ""description"": ""Reducing NRW by 5% could recover $52.2K in daily revenue without operational changes."", ""potential_impact_k"": 52.2, ""confidence_level"": 87.0}]",92,2.5,85,19.8,80,285,23,87,52.2
2023-04-08,2023,4,Q2,0.08,0.07,0.01,14.29,0.1949,37.1,0.216,4.44,0.951,0.14,4.43,1.41,1.2,0.47,0.23,0.12,1.5,1.41,1.462772700570609,0.04762901038939874,0.03342151508857369,"[{""department"": ""Personnel"", ""budget"": 16.41, ""actual"": 15.6, ""variance"": -0.81, ""variance_pct"": -4.94}, {""department"": ""Operations"", ""budget"": 26.76, ""actual"": 28.79, ""variance"": 2.03, ""variance_pct"": 7.59}, {""department"": ""Infrastructure"", ""budget"": 21.81, ""actual"": 22.79, ""variance"": 0.98, ""variance_pct"": 4.49}, {""department"": ""Maintenance"", ""budget"": 13.97, ""actual"": 13.18, ""variance"": -0.79, ""variance_pct"": -5.65}, {""department"": ""Utilities"", ""budget"": 12.42, ""actual"": 11.51, ""variance"": -0.91, ""variance_pct"": -7.33}]",0.08,0.09,-0.01,8.13,27.630000000000003,32.67049,3.24,-8.280489999999999,"[{""scenario"": ""Base Scenario"", ""projected_revenue"": 0.03, ""projected_expenses"": 1.1, ""debt_service_coverage"": 1.41, ""net_income"": -1.07, ""financial_viability"": ""Healthy""}]","[{""alert_type"": ""Revenue Optimization Opportunity"", ""description"": ""Analysis suggests implementing dynamic pricing during peak demand hours could increase quarterly revenue by 2-3%."", ""potential_impact_k"": 0.0, ""confidence_level"": 92.0}, {""alert_type"": ""Q1 Profitability Forecast"", ""description"": ""Based on current trajectory, Q1 net income expected to reach $-1.1M, 3.6% above budget forecast."", ""potential_impact_k"": -38.64, ""confidence_level"": 85.0}, {""alert_type"": ""Revenue Leakage Detected"", ""description"": ""$285K daily loss from NRW represents 23% efficiency gap vs. industry benchmark of 15%."", ""potential_impact_k"": 285, ""confidence_level"": 80.0}, {""alert_type"": ""Cost Optimization Opportunity"", ""description"": ""Reducing NRW by 5% could recover $52.2K in daily revenue without operational changes."", ""potential_impact_k"": 52.2, ""confidence_level"": 87.0}]",92,2.5,85,19.8,80,285,23,87,52.2
2023-04-09,2023,4,Q2,0.08,0.07,0.01,14.29,0.1948,36.3,0.2239,4.42,0.9467,0.14,4.41,1.4,1.23,0.47,0.23,0.12,1.5,1.4,1.4599622399128906,0.04745277224671236,0.03185823022984223,"[{""department"": ""Personnel"", ""budget"": 16.58, ""actual"": 16.32, ""variance"": -0.26, ""variance_pct"": -1.57}, {""department"": ""Operations"", ""budget"": 27.86, ""actual"": 29.39, ""variance"": 1.53, ""variance_pct"": 5.49}, {""department"": ""Infrastructure"", ""budget"": 21.57, ""actual"": 22.86, ""variance"": 1.29, ""variance_pct"": 5.98}, {""department"": ""Maintenance"", ""budget"": 13.41, ""actual"": 12.07, ""variance"": -1.34, ""variance_pct"": -9.99}, {""department"": ""Utilities"", ""budget"": 12.07, ""actual"": 11.61, ""variance"": -0.46, ""variance_pct"": -3.81}]",0.08,0.09,-0.01,8.09,27.63,32.67006,3.27,-8.31006,"[{""scenario"": ""Base Scenario"", ""projected_revenue"": 0.03, ""projected_expenses"": 1.11, ""debt_service_coverage"": 1.4, ""net_income"": -1.08, ""financial_viability"": ""Healthy""}]","[{""alert_type"": ""Revenue Optimization Opportunity"", ""description"": ""Analysis suggests implementing dynamic pricing during peak demand hours could increase quarterly revenue by 2-3%."", ""potential_impact_k"": 0.0, ""confidence_level"": 92.0}, {""alert_type"": ""Q1 Profitability Forecast"", ""description"": ""Based on current trajectory, Q1 net income expected to reach $-1.1M, 3.6% above budget forecast."", ""potential_impact_k"": -38.8, ""confidence_level"": 85.0}, {""alert_type"": ""Revenue Leakage Detected"", ""description"": ""$285K daily loss from NRW represents 23% efficiency gap vs. industry benchmark of 15%."", ""potential_impact_k"": 285, ""confidence_level"": 80.0}, {""alert_type"": ""Cost Optimization Opportunity"", ""description"": ""Reducing NRW by 5% could recover $52.2K in daily revenue without operational changes."", ""potential_impact_k"": 52.2, ""confidence_level"": 87.0}]",92,2.5,85,19.8,80,285,23,87,52.2
2023-04-10,2023,4,Q2,0.08,0.07,0.01,14.29,0.1826,37.1,0.2163,4.5,0.9536,0.15,4.47,1.42,1.2,0.47,0.23,0.12,1.5,1.42,1.4803232604585292,0.04615442795057817,0.032005116784984466,"[{""department"": ""Personnel"", ""budget"": 17.13, ""actual"": 16.09, ""variance"": -1.04, ""variance_pct"": -6.07}, {""department"": ""Operations"", ""budget"": 31.21, ""actual"": 31.04, ""variance"": -0.17, ""variance_pct"": -0.54}, {""department"": ""Infrastructure"", ""budget"": 20.53, ""actual"": 22.72, ""variance"": 2.19, ""variance_pct"": 10.67}, {""department"": ""Maintenance"", ""budget"": 14.16, ""actual"": 13.15, ""variance"": -1.01, ""variance_pct"": -7.13}, {""department"": ""Utilities"", ""budget"": 13.1, ""actual"": 12.47, ""variance"": -0.63, ""variance_pct"": -4.81}]",0.08,0.1,-0.02,8.13,27.630000000000003,32.67448,3.26,-8.30448,"[{""scenario"": ""Base Scenario"", ""projected_revenue"": 0.03, ""projected_expenses"": 1.15, ""debt_service_coverage"": 1.42, ""net_income"": -1.12, ""financial_viability"": ""Healthy""}]","[{""alert_type"": ""Revenue Optimization Opportunity"", ""description"": ""Analysis suggests implementing dynamic pricing during peak demand hours could increase quarterly revenue by 2-3%."", ""potential_impact_k"": 0.0, ""confidence_level"": 92.0}, {""alert_type"": ""Q1 Profitability Forecast"", ""description"": ""Based on current trajectory, Q1 net income expected to reach $-1.1M, 3.6% above budget forecast."", ""potential_impact_k"": -40.19, ""confidence_level"": 85.0}, {""alert_type"": ""Revenue Leakage Detected"", ""description"": ""$285K daily loss from NRW represents 23% efficiency gap vs. industry benchmark of 15%."", ""potential_impact_k"": 285, ""confidence_level"": 80.0}, {""alert_type"": ""Cost Optimization Opportunity"", ""description"": ""Reducing NRW by 5% could recover $52.2K in daily revenue without operational changes."", ""potential_impact_k"": 52.2, ""confidence_level"": 87.0}]",92,2.5,85,19.8,80,285,23,87,52.2
2023-04-11,2023,4,Q2,0.09,0.07,0.02,28.57,0.2018,35.8,0.2081,4.39,0.9484,0.16,4.5,1.45,1.19,0.47,0.23,0.12,1.5,1.45,1.5213084944719515,0.05333393409737724,0.03505525297141602,"[{""department"": ""Personnel"", ""budget"": 17.44, ""actual"": 16.67, ""variance"": -0.77, ""variance_pct"": -4.42}, {""department"": ""Operations"", ""budget"": 27.49, ""actual"": 28.03, ""variance"": 0.54, ""variance_pct"": 1.96}, {""department"": ""Infrastructure"", ""budget"": 21.17, ""actual"": 21.59, ""variance"": 0.42, ""variance_pct"": 1.98}, {""department"": ""Maintenance"", ""budget"": 14.19, ""actual"": 13.63, ""variance"": -0.56, ""variance_pct"": -3.95}, {""department"": ""Utilities"", ""budget"": 12.91, ""actual"": 12.7, ""variance"": -0.21, ""variance_pct"": -1.63}]",0.09,0.09,-0.0,8.1,27.64,32.66918,3.23,-8.259179999999997,"[{""scenario"": ""Base Scenario"", ""projected_revenue"": 0.03, ""projected_expenses"": 1.11, ""debt_service_coverage"": 1.45, ""net_income"": -1.08, ""financial_viability"": ""Healthy""}]","[{""alert_type"": ""Revenue Optimization Opportunity"", ""description"": ""Analysis suggests implementing dynamic pricing during peak demand hours could increase quarterly revenue by 2-3%."", ""potential_impact_k"": 0.0, ""confidence_level"": 92.0}, {""alert_type"": ""Q1 Profitability Forecast"", ""description"": ""Based on current trajectory, Q1 net income expected to reach $-1.1M, 3.6% above budget forecast."", ""potential_impact_k"": -38.83, ""confidence_level"": 85.0}, {""alert_type"": ""Revenue Leakage Detected"", ""description"": ""$285K daily loss from NRW represents 23% efficiency gap vs. industry benchmark of 15%."", ""potential_impact_k"": 285, ""confidence_level"": 80.0}, {""alert_type"": ""Cost Optimization Opportunity"", ""description"": ""Reducing NRW by 5% could recover $52.2K in daily revenue without operational changes."", ""potential_impact_k"": 52.2, ""confidence_level"": 87.0}]",92,2.5,85,19.8,80,285,23,87,52.2
2023-04-12,2023,4,Q2,0.08,0.07,0.01,14.29,0.1817,37.0,0.2129,4.35,0.9471,0.14,4.52,1.43,1.26,0.47,0.23,0.12,1.5,1.43,1.4645039564372893,0.04268621671105738,0.030480006874368488,"[{""department"": ""Personnel"", ""budget"": 17.39, ""actual"": 16.78, ""variance"": -0.61, ""variance_pct"": -3.51}, {""department"": ""Operations"", ""budget"": 29.03, ""actual"": 30.77, ""variance"": 1.74, ""variance_pct"": 5.99}, {""department"": ""Infrastructure"", ""budget"": 20.8, ""actual"": 21.2, ""variance"": 0.4, ""variance_pct"": 1.92}, {""department"": ""Maintenance"", ""budget"": 14.52, ""actual"": 13.05, ""variance"": -1.47, ""variance_pct"": -10.12}, {""department"": ""Utilities"", ""budget"": 12.25, ""actual"": 10.7, ""variance"": -1.55, ""variance_pct"": -12.65}]",0.08,0.09,-0.01,8.15,27.63,32.66766,3.14,-8.17766,"[{""scenario"": ""Base Scenario"", ""projected_revenue"": 0.03, ""projected_expenses"": 1.11, ""debt_service_coverage"": 1.43, ""net_income"": -1.08, ""financial_viability"": ""Healthy""}]","[{""alert_type"": ""Revenue Optimization Opportunity"", ""description"": ""Analysis suggests implementing dynamic pricing during peak demand hours could increase quarterly revenue by 2-3%."", ""potential_impact_k"": 0.0, ""confidence_level"": 92.0}, {""alert_type"": ""Q1 Profitability Forecast"", ""description"": ""Based on current trajectory, Q1 net income expected to reach $-1.1M, 3.6% above budget forecast."", ""potential_impact_k"": -38.91, ""confidence_level"": 85.0}, {""alert_type"": ""Revenue Leakage Detected"", ""description"": ""$285K daily loss from NRW represents 23% efficiency gap vs. industry benchmark of 15%."", ""potential_impact_k"": 285, ""confidence_level"": 80.0}, {""alert_type"": ""Cost Optimization Opportunity"", ""description"": ""Reducing NRW by 5% could recover $52.2K in daily revenue without operational changes."", ""potential_impact_k"": 52.2, ""confidence_level"": 87.0}]",92,2.5,85,19.8,80,285,23,87,52.2
2023-04-13,2023,4,Q2,0.08,0.07,0.01,14.29,0.1925,36.4,0.2102,4.39,0.9482,0.15,4.5,1.43,1.13,0.47,0.23,0.12,1.5,1.43,1.46934786486653,0.04705564485391098,0.031115598740693886,"[{""department"": ""Personnel"", ""budget"": 16.61, ""actual"": 15.34, ""variance"": -1.27, ""variance_pct"": -7.65}, {""department"": ""Operations"", ""budget"": 29.83, ""actual"": 31.94, ""variance"": 2.11, ""variance_pct"": 7.07}, {""department"": ""Infrastructure"", ""budget"": 20.72, ""actual"": 22.21, ""variance"": 1.49, ""variance_pct"": 7.19}, {""department"": ""Maintenance"", ""budget"": 14.77, ""actual"": 13.96, ""variance"": -0.81, ""variance_pct"": -5.48}, {""department"": ""Utilities"", ""budget"": 11.6, ""actual"": 10.95, ""variance"": -0.65, ""variance_pct"": -5.6}]",0.08,0.09,-0.01,8.14,27.630000000000003,32.66994,3.29,-8.329939999999993,"[{""scenario"": ""Base Scenario"", ""projected_revenue"": 0.03, ""projected_expenses"": 1.13, ""debt_service_coverage"": 1.43, ""net_income"": -1.1, ""financial_viability"": ""Healthy""}]","[{""alert_type"": ""Revenue Optimization Opportunity"", ""description"": ""Analysis suggests implementing dynamic pricing during peak demand hours could increase quarterly revenue by 2-3%."", ""potential_impact_k"": 0.0, ""confidence_level"": 92.0}, {""alert_type"": ""Q1 Profitability Forecast"", ""description"": ""Based on current trajectory, Q1 net income expected to reach $-1.1M, 3.6% above budget forecast."", ""potential_impact_k"": -39.73, ""confidence_level"": 85.0}, {""alert_type"": ""Revenue Leakage Detected"", ""description"": ""$285K daily loss from NRW represents 23% efficiency gap vs. industry benchmark of 15%."", ""potential_impact_k"": 285, ""confidence_level"": 80.0}, {""alert_type"": ""Cost Optimization Opportunity"", ""description"": ""Reducing NRW by 5% could recover $52.2K in daily revenue without operational changes."", ""potential_impact_k"": 52.2, ""confidence_level"": 87.0}]",92,2.5,85,19.8,80,285,23,87,52.2
2023-04-14,2023,4,Q2,0.08,0.07,0.01,14.29,0.1925,35.5,0.2179,4.45,0.9423,0.14,4.45,1.43,1.23,0.47,0.23,0.12,1.5,1.43,1.517910146919827,0.04786900131649466,0.030764561658060893,"[{""department"": ""Personnel"", ""budget"": 17.64, ""actual"": 16.11, ""variance"": -1.53, ""variance_pct"": -8.67}, {""department"": ""Operations"", ""budget"": 28.85, ""actual"": 30.53, ""variance"": 1.68, ""variance_pct"": 5.82}, {""department"": ""Infrastructure"", ""budget"": 21.72, ""actual"": 22.99, ""variance"": 1.27, ""variance_pct"": 5.85}, {""department"": ""Maintenance"", ""budget"": 14.67, ""actual"": 13.86, ""variance"": -0.81, ""variance_pct"": -5.52}, {""department"": ""Utilities"", ""budget"": 12.53, ""actual"": 11.75, ""variance"": -0.78, ""variance_pct"": -6.23}]",0.08,0.1,-0.02,8.14,27.63,32.67201,3.15,-8.192010000000002,"[{""scenario"": ""Base Scenario"", ""projected_revenue"": 0.03, ""projected_expenses"": 1.14, ""debt_service_coverage"": 1.43, ""net_income"": -1.11, ""financial_viability"": ""Healthy""}]","[{""alert_type"": ""Revenue Optimization Opportunity"", ""description"": ""Analysis suggests implementing dynamic pricing during peak demand hours could increase quarterly revenue by 2-3%."", ""potential_impact_k"": 0.0, ""confidence_level"": 92.0}, {""alert_type"": ""Q1 Profitability Forecast"", ""description"": ""Based on current trajectory, Q1 net income expected to reach $-1.1M, 3.6% above budget forecast."", ""potential_impact_k"": -40.09, ""confidence_level"": 85.0}, {""alert_type"": ""Revenue Leakage Detected"", ""description"": ""$285K daily loss from NRW represents 23% efficiency gap vs. industry benchmark of 15%."", ""potential_impact_k"": 285, ""confidence_level"": 80.0}, {""alert_type"": ""Cost Optimization Opportunity"", ""description"": ""Reducing NRW by 5% could recover $52.2K in daily revenue without operational changes."", ""potential_impact_k"": 52.2, ""confidence_level"": 87.0}]",92,2.5,85,19.8,80,285,23,87,52.2
2023-04-15,2023,4,Q2,0.09,0.07,0.02,28.57,0.1911,36.2,0.2071,4.41,0.9528,0.15,4.5,1.43,1.12,0.47,0.23,0.12,1.5,1.43,1.4769934325247258,0.05501461257768628,0.037176063090832594,"[{""department"": ""Personnel"", ""budget"": 17.24, ""actual"": 17.07, ""variance"": -0.17, ""variance_pct"": -0.99}, {""department"": ""Operations"", ""budget"": 25.63, ""actual"": 27.59, ""variance"": 1.96, ""variance_pct"": 7.65}, {""department"": ""Infrastructure"", ""budget"": 20.65, ""actual"": 21.22, ""variance"": 0.57, ""variance_pct"": 2.76}, {""department"": ""Maintenance"", ""budget"": 14.35, ""actual"": 12.99, ""variance"": -1.36, ""variance_pct"": -9.48}, {""department"": ""Utilities"", ""budget"": 11.93, ""actual"": 11.03, ""variance"": -0.9, ""variance_pct"": -7.54}]",0.09,0.09,0.0,8.09,27.64,32.671020000000006,3.19,-8.221020000000005,"[{""scenario"": ""Base Scenario"", ""projected_revenue"": 0.03, ""projected_expenses"": 1.08, ""debt_service_coverage"": 1.43, ""net_income"": -1.05, ""financial_viability"": ""Healthy""}]","[{""alert_type"": ""Revenue Optimization Opportunity"", ""description"": ""Analysis suggests implementing dynamic pricing during peak demand hours could increase quarterly revenue by 2-3%."", ""potential_impact_k"": 0.0, ""confidence_level"": 92.0}, {""alert_type"": ""Q1 Profitability Forecast"", ""description"": ""Based on current trajectory, Q1 net income expected to reach $-1.0M, 3.6% above budget forecast."", ""potential_impact_k"": -37.65, ""confidence_level"": 85.0}, {""alert_type"": ""Revenue Leakage Detected"", ""description"": ""$285K daily loss from NRW represents 23% efficiency gap vs. industry benchmark of 15%."", ""potential_impact_k"": 285, ""confidence_level"": 80.0}, {""alert_type"": ""Cost Optimization Opportunity"", ""description"": ""Reducing NRW by 5% could recover $52.2K in daily revenue without operational changes."", ""potential_impact_k"": 52.2, ""confidence_level"": 87.0}]",92,2.5,85,19.8,80,285,23,87,52.2
2023-04-16,2023,4,Q2,0.08,0.07,0.01,14.29,0.1933,36.2,0.221,4.42,0.9468,0.15,4.43,1.45,1.16,0.47,0.23,0.12,1.5,1.45,1.5040006757462465,0.047570115395960066,0.03028608822740962,"[{""department"": ""Personnel"", ""budget"": 17.54, ""actual"": 16.24, ""variance"": -1.3, ""variance_pct"": -7.41}, {""department"": ""Operations"", ""budget"": 30.49, ""actual"": 33.66, ""variance"": 3.17, ""variance_pct"": 10.4}, {""department"": ""Infrastructure"", ""budget"": 19.24, ""actual"": 20.52, ""variance"": 1.28, ""variance_pct"": 6.65}, {""department"": ""Maintenance"", ""budget"": 14.75, ""actual"": 14.25, ""variance"": -0.5, ""variance_pct"": -3.39}, {""department"": ""Utilities"", ""budget"": 12.02, ""actual"": 11.33, ""variance"": -0.69, ""variance_pct"": -5.74}]",0.08,0.1,-0.02,8.2,27.64,32.6742,3.24,-8.274199999999999,"[{""scenario"": ""Base Scenario"", ""projected_revenue"": 0.03, ""projected_expenses"": 1.15, ""debt_service_coverage"": 1.45, ""net_income"": -1.12, ""financial_viability"": ""Healthy""}]","[{""alert_type"": ""Revenue Optimization Opportunity"", ""description"": ""Analysis suggests implementing dynamic pricing during peak demand hours could increase quarterly revenue by 2-3%."", ""potential_impact_k"": 0.0, ""confidence_level"": 92.0}, {""alert_type"": ""Q1 Profitability Forecast"", ""description"": ""Based on current trajectory, Q1 net income expected to reach $-1.1M, 3.6% above budget forecast."", ""potential_impact_k"": -40.42, ""confidence_level"": 85.0}, {""alert_type"": ""Revenue Leakage Detected"", ""description"": ""$285K daily loss from NRW represents 23% efficiency gap vs. industry benchmark of 15%."", ""potential_impact_k"": 285, ""confidence_level"": 80.0}, {""alert_type"": ""Cost Optimization Opportunity"", ""description"": ""Reducing NRW by 5% could recover $52.2K in daily revenue without operational changes."", ""potential_impact_k"": 52.2, ""confidence_level"": 87.0}]",92,2.5,85,19.8,80,285,23,87,52.2
2023-04-17,2023,4,Q2,0.09,0.07,0.02,28.57,0.1907,37.1,0.2144,4.39,0.9444,0.15,4.39,1.44,1.14,0.47,0.23,0.12,1.5,1.44,1.4886597991654955,0.05462581237604099,0.03839977901048408,"[{""department"": ""Personnel"", ""budget"": 17.09, ""actual"": 16.02, ""variance"": -1.07, ""variance_pct"": -6.26}, {""department"": ""Operations"", ""budget"": 26.73, ""actual"": 27.97, ""variance"": 1.24, ""variance_pct"": 4.64}, {""department"": ""Infrastructure"", ""budget"": 19.76, ""actual"": 20.63, ""variance"": 0.87, ""variance_pct"": 4.4}, {""department"": ""Maintenance"", ""budget"": 13.34, ""actual"": 12.76, ""variance"": -0.58, ""variance_pct"": -4.35}, {""department"": ""Utilities"", ""budget"": 12.01, ""actual"": 11.51, ""variance"": -0.5, ""variance_pct"": -4.16}]",0.09,0.09,0.0,8.12,27.650000000000002,32.66675,3.24,-8.256749999999998,"[{""scenario"": ""Base Scenario"", ""projected_revenue"": 0.03, ""projected_expenses"": 1.07, ""debt_service_coverage"": 1.44, ""net_income"": -1.03, ""financial_viability"": ""Healthy""}]","[{""alert_type"": ""Revenue Optimization Opportunity"", ""description"": ""Analysis suggests implementing dynamic pricing during peak demand hours could increase quarterly revenue by 2-3%."", ""potential_impact_k"": 0.0, ""confidence_level"": 92.0}, {""alert_type"": ""Q1 Profitability Forecast"", ""description"": ""Based on current trajectory, Q1 net income expected to reach $-1.0M, 3.6% above budget forecast."", ""potential_impact_k"": -37.22, ""confidence_level"": 85.0}, {""alert_type"": ""Revenue Leakage Detected"", ""description"": ""$285K daily loss from NRW represents 23% efficiency gap vs. industry benchmark of 15%."", ""potential_impact_k"": 285, ""confidence_level"": 80.0}, {""alert_type"": ""Cost Optimization Opportunity"", ""description"": ""Reducing NRW by 5% could recover $52.2K in daily revenue without operational changes."", ""potential_impact_k"": 52.2, ""confidence_level"": 87.0}]",92,2.5,85,19.8,80,285,23,87,52.2
